sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid,race-sex
1,24,Less than 25,1,0,0,0,0,F,Possession Of Methamphetamine,1,Caucasian-Male
1,63,Greater than 45,1,0,0,0,0,M,DUI Property Damage/Injury,1,Caucasian-Male
1,33,25 - 45,0,0,0,0,4,F,Possession of Cocaine,1,African-American-Male
1,51,Greater than 45,0,0,0,0,1,F,Neglect Child / No Bodily Harm,1,African-American-Male
1,39,25 - 45,1,0,0,0,3,F,arrest case no charge,0,Caucasian-Male
1,22,Less than 25,0,0,0,0,0,M,Petit Theft,1,African-American-Male
1,59,Greater than 45,1,0,0,0,0,F,Possession of Cocaine,1,Caucasian-Male
1,38,25 - 45,0,0,5,0,37,M,arrest case no charge,0,African-American-Male
1,23,Less than 25,0,0,0,0,2,F,arrest case no charge,1,African-American-Male
1,38,25 - 45,0,0,0,0,2,F,Burglary Dwelling Assault/Batt,0,African-American-Male
0,34,25 - 45,1,0,0,0,2,F,Possession of Cannabis,1,Caucasian-Female
1,31,25 - 45,0,0,0,0,1,F,Felony Battery (Dom Strang),1,African-American-Male
1,43,25 - 45,0,0,0,0,0,F,Deliver Cannabis,1,African-American-Male
1,40,25 - 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
1,22,Less than 25,0,0,0,1,0,F,Uttering a Forged Instrument,1,African-American-Male
0,40,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Other-Female
0,45,Greater than 45,0,0,0,0,1,F,Aggrav Battery w/Deadly Weapon,1,African-American-Female
1,21,Less than 25,1,0,1,2,1,F,Burglary Conveyance Unoccup,1,Caucasian-Male
1,35,25 - 45,1,0,0,0,6,F,Battery on a Person Over 65,0,Caucasian-Male
1,52,Greater than 45,0,0,0,0,1,M,Viol Injunct Domestic Violence,0,African-American-Male
1,48,Greater than 45,1,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Caucasian-Male
1,48,Greater than 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,47,Greater than 45,0,0,0,0,0,M,Battery,1,African-American-Male
1,35,25 - 45,0,3,0,0,13,F,Possession of Cocaine,1,African-American-Male
1,52,Greater than 45,0,0,0,0,2,F,arrest case no charge,1,African-American-Male
1,21,Less than 25,1,0,0,0,0,M,Battery,0,Caucasian-Male
1,53,Greater than 45,1,0,0,0,1,M,Aggravated Assault W/Dead Weap,1,Caucasian-Male
1,22,Less than 25,0,0,0,0,0,M,Open Carrying Of Weapon,1,African-American-Male
1,45,Greater than 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
0,27,25 - 45,1,0,0,0,0,F,Burglary With Assault/battery,1,Caucasian-Female
1,25,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,28,25 - 45,1,0,0,0,3,F,arrest case no charge,1,Caucasian-Male
1,36,25 - 45,0,0,0,0,3,M,Battery,0,African-American-Male
1,42,25 - 45,0,0,0,0,1,F,Possession of Cocaine,1,African-American-Male
0,33,25 - 45,1,0,0,0,2,F,Poss Contr Subst W/o Prescript,1,Caucasian-Female
0,42,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Female
0,28,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Female
1,27,25 - 45,0,0,0,0,25,F,arrest case no charge,0,African-American-Male
0,21,Less than 25,1,0,0,0,0,F,Burglary Unoccupied Dwelling,1,Caucasian-Female
1,36,25 - 45,1,0,0,0,0,F,Felony Battery (Dom Strang),1,Caucasian-Male
1,28,25 - 45,1,0,0,0,1,M,Battery,1,Caucasian-Male
1,34,25 - 45,0,0,0,0,3,F,Felony Driving While Lic Suspd,1,African-American-Male
0,25,25 - 45,0,0,0,0,1,F,Aggrav Battery w/Deadly Weapon,1,African-American-Female
1,21,Less than 25,0,0,1,0,1,M,Assault,1,African-American-Male
1,48,Greater than 45,0,0,0,0,1,F,Hiring with Intent to Defraud,1,African-American-Male
1,37,25 - 45,1,0,0,0,1,M,Battery,1,Caucasian-Male
1,37,25 - 45,1,0,0,0,1,M,Battery,0,Caucasian-Male
1,39,25 - 45,1,0,0,0,1,F,Solicit Deliver Cocaine,1,Caucasian-Male
1,49,Greater than 45,0,0,0,0,2,F,arrest case no charge,1,Other-Male
1,43,25 - 45,1,0,0,0,5,F,Burglary Structure Unoccup,1,Caucasian-Male
1,53,Greater than 45,0,0,0,0,1,M,DUI Property Damage/Injury,1,African-American-Male
1,39,25 - 45,1,0,0,0,0,M,Viol Injunct Domestic Violence,1,Caucasian-Male
1,36,25 - 45,1,0,0,0,2,F,"Poss3,4 Methylenedioxymethcath",1,Caucasian-Male
0,24,Less than 25,0,0,0,0,1,F,arrest case no charge,1,African-American-Female
1,35,25 - 45,0,0,0,0,0,M,Battery,1,Hispanic-Male
1,23,Less than 25,0,0,0,0,3,F,Tampering With Physical Evidence,1,African-American-Male
1,26,25 - 45,0,0,0,0,2,F,Aggrav Battery w/Deadly Weapon,1,African-American-Male
0,30,25 - 45,0,0,3,2,14,F,Carrying Concealed Firearm,0,African-American-Female
1,25,25 - 45,1,0,0,0,2,M,Driving Under The Influence,1,Caucasian-Male
1,26,25 - 45,0,0,0,0,2,M,Battery,1,African-American-Male
1,60,Greater than 45,0,0,0,0,0,F,False Imprisonment,1,Hispanic-Male
0,20,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Female
1,23,Less than 25,1,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",1,Caucasian-Male
1,26,25 - 45,0,0,0,0,5,F,arrest case no charge,0,African-American-Male
1,40,25 - 45,1,0,0,0,4,M,Driving Under The Influence,1,Caucasian-Male
1,28,25 - 45,0,0,0,0,1,F,Felony Driving While Lic Suspd,0,Other-Male
1,53,Greater than 45,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Male
0,24,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Female
1,31,25 - 45,0,0,0,0,0,F,Stalking (Aggravated),1,Hispanic-Male
0,33,25 - 45,1,0,0,0,2,F,Possession of Hydromorphone,1,Caucasian-Female
1,26,25 - 45,1,0,3,0,8,F,Robbery / Weapon,0,Caucasian-Male
1,32,25 - 45,1,0,0,0,2,F,Possession Of Alprazolam,1,Caucasian-Male
1,25,25 - 45,1,0,0,0,0,F,arrest case no charge,0,Caucasian-Male
1,21,Less than 25,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1,African-American-Male
1,38,25 - 45,0,0,0,0,3,F,Felony Battery w/Prior Convict,1,African-American-Male
1,23,Less than 25,1,0,0,0,0,F,Fleeing Or Attmp Eluding A Leo,1,Caucasian-Male
1,20,Less than 25,1,0,0,1,0,F,arrest case no charge,0,Caucasian-Male
1,24,Less than 25,0,0,0,0,1,F,Burglary Unoccupied Dwelling,0,African-American-Male
1,23,Less than 25,0,0,0,0,0,F,Agg Fleeing/Eluding High Speed,1,Hispanic-Male
1,49,Greater than 45,0,0,0,0,3,F,arrest case no charge,1,African-American-Male
1,28,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,67,Greater than 45,1,0,0,0,3,F,arrest case no charge,1,Caucasian-Male
1,33,25 - 45,0,0,0,0,0,F,Aggravated Battery / Pregnant,1,Hispanic-Male
1,52,Greater than 45,0,0,0,0,0,F,Solicitation On Felony 3 Deg,1,African-American-Male
1,22,Less than 25,1,0,0,0,1,F,Grand Theft in the 3rd Degree,1,Caucasian-Male
1,40,25 - 45,1,0,0,0,0,M,Battery,0,Caucasian-Male
1,30,25 - 45,1,0,0,0,1,M,Expired DL More Than 6 Months,0,Caucasian-Male
1,42,25 - 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
1,46,Greater than 45,1,0,0,0,4,F,Video Voyeur-<24Y on Child >16,1,Caucasian-Male
1,38,25 - 45,0,0,0,0,4,F,Sell or Offer for Sale Counterfeit Goods,1,African-American-Male
1,26,25 - 45,1,0,0,0,0,M,Grand Theft (Motor Vehicle),1,Caucasian-Male
1,27,25 - 45,0,0,0,0,2,F,Lewd/Lasc Battery Pers 12+/<16,1,Hispanic-Male
1,61,Greater than 45,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Male
1,57,Greater than 45,1,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,1,Caucasian-Male
1,24,Less than 25,1,0,0,3,3,M,Battery,0,Caucasian-Male
1,34,25 - 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
1,27,25 - 45,0,0,0,0,1,F,Throw Missile Into Pub/Priv Dw,1,Hispanic-Male
1,35,25 - 45,0,0,0,0,10,M,Viol Prot Injunc Repeat Viol,0,African-American-Male
1,44,25 - 45,0,0,0,0,0,F,Robbery / No Weapon,1,African-American-Male
1,61,Greater than 45,1,0,0,0,10,F,Burglary Conveyance Unoccup,1,Caucasian-Male
1,42,25 - 45,0,0,0,0,4,M,Driving License Suspended,1,African-American-Male
0,53,Greater than 45,1,0,0,0,0,M,Battery,1,Caucasian-Female
1,26,25 - 45,0,0,0,0,3,M,Poss Of Controlled Substance,1,African-American-Male
1,50,Greater than 45,1,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Caucasian-Male
1,44,25 - 45,1,3,0,0,16,M,Driving Under The Influence,1,Caucasian-Male
1,24,Less than 25,0,0,1,3,4,F,Agg Assault W/int Com Fel Dome,0,African-American-Male
1,50,Greater than 45,1,0,0,0,0,F,Possession of Cocaine,1,Caucasian-Male
0,36,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Female
1,39,25 - 45,1,0,0,0,0,F,arrest case no charge,1,Caucasian-Male
0,54,Greater than 45,0,0,0,0,7,F,Fraudulent Use of Credit Card,1,African-American-Female
1,29,25 - 45,0,0,0,0,0,M,Resist Officer w/Violence,1,African-American-Male
1,26,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,34,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,20,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Male
1,26,25 - 45,0,0,0,0,4,F,Possession Of Methamphetamine,0,African-American-Male
1,26,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Male
1,55,Greater than 45,0,0,0,0,1,F,Possession of Cocaine,1,African-American-Male
1,22,Less than 25,0,0,0,0,0,M,Prowling/Loitering,1,African-American-Male
0,26,25 - 45,0,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,1,African-American-Female
1,56,Greater than 45,0,0,0,0,0,M,Battery,1,Other-Male
1,46,Greater than 45,0,0,0,0,2,F,Possession Of Diazepam,1,Other-Male
1,28,25 - 45,0,0,0,0,4,F,Burglary Structure Assault/Batt,1,African-American-Male
1,33,25 - 45,0,0,0,0,8,F,Possession of Oxycodone,1,African-American-Male
0,31,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Female
1,26,25 - 45,0,0,0,0,1,M,Poss Of Controlled Substance,1,African-American-Male
1,34,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,33,25 - 45,0,0,0,0,0,F,Sell or Offer for Sale Counterfeit Goods,1,Other-Male
0,32,25 - 45,0,0,0,0,0,F,Felony Driving While Lic Suspd,1,African-American-Female
1,37,25 - 45,0,0,0,0,9,F,Poss Cocaine/Intent To Del/Sel,0,African-American-Male
1,50,Greater than 45,0,0,0,0,1,F,Possession of Cocaine,1,African-American-Male
1,35,25 - 45,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Male
0,52,Greater than 45,0,0,0,0,8,F,arrest case no charge,1,African-American-Female
1,26,25 - 45,0,0,1,2,5,F,Shoot In Occupied Dwell,0,African-American-Male
1,19,Less than 25,0,0,0,0,0,M,Battery,0,Other-Male
1,24,Less than 25,0,0,0,0,0,M,Battery,1,African-American-Male
1,21,Less than 25,0,0,1,0,1,F,Robbery / No Weapon,1,African-American-Male
1,54,Greater than 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,49,Greater than 45,1,0,0,0,0,F,Grand Theft (Motor Vehicle),1,Caucasian-Male
1,42,25 - 45,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Male
1,74,Greater than 45,1,0,0,0,0,M,DUI - Enhanced,1,Caucasian-Male
0,38,25 - 45,0,0,0,0,0,F,Possession of Cannabis,1,Hispanic-Female
0,39,25 - 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Female
0,38,25 - 45,0,0,0,0,0,F,arrest case no charge,1,African-American-Female
1,53,Greater than 45,1,0,0,0,1,M,DUI Property Damage/Injury,1,Caucasian-Male
1,23,Less than 25,0,0,1,0,2,F,Burglary Unoccupied Dwelling,1,African-American-Male
0,64,Greater than 45,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Female
0,41,25 - 45,0,0,0,0,0,F,Burglary Structure Unoccup,1,Hispanic-Female
1,53,Greater than 45,0,0,0,0,0,M,Driving Under The Influence,1,Other-Male
1,34,25 - 45,0,0,0,0,0,F,Battery on a Person Over 65,1,African-American-Male
1,26,25 - 45,0,0,0,0,1,M,Criminal Mischief Damage <$200,1,African-American-Male
1,44,25 - 45,1,0,0,0,4,F,Driving While License Revoked,1,Caucasian-Male
0,27,25 - 45,1,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,1,Caucasian-Female
1,28,25 - 45,1,0,0,0,14,F,Pos Cannabis W/Intent Sel/Del,1,Caucasian-Male
1,55,Greater than 45,1,0,0,0,1,M,DUI Property Damage/Injury,1,Caucasian-Male
1,36,25 - 45,0,0,0,0,15,F,arrest case no charge,1,African-American-Male
1,23,Less than 25,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
1,56,Greater than 45,0,0,0,0,1,M,Driving Under The Influence,1,African-American-Male
1,37,25 - 45,1,0,0,0,1,M,Battery,1,Caucasian-Male
1,45,Greater than 45,0,0,0,0,3,M,Viol Pretrial Release Dom Viol,1,African-American-Male
0,31,25 - 45,0,0,0,0,14,F,Aggravated Assault,1,African-American-Female
1,42,25 - 45,0,0,0,0,7,F,Felony Battery (Dom Strang),0,African-American-Male
0,36,25 - 45,0,0,0,0,1,M,Battery,1,African-American-Female
1,54,Greater than 45,1,0,0,0,0,M,Prostitution/Lewd Act Assignation,1,Caucasian-Male
1,23,Less than 25,0,0,0,0,0,M,Leaving Acc/Unattended Veh,1,Hispanic-Male
1,61,Greater than 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
0,42,25 - 45,1,0,0,0,0,M,Driving Under The Influence,1,Caucasian-Female
1,27,25 - 45,0,0,0,0,1,M,Possess Cannabis/20 Grams Or Less,1,African-American-Male
1,24,Less than 25,1,0,0,0,2,M,Battery,1,Caucasian-Male
1,38,25 - 45,1,0,0,0,0,F,Felony Battery (Dom Strang),1,Caucasian-Male
1,21,Less than 25,1,0,1,1,1,M,Unl/Disturb Education/Instui,1,Caucasian-Male
1,39,25 - 45,1,0,0,0,0,F,Possession of Cocaine,1,Caucasian-Male
1,29,25 - 45,1,0,0,0,0,F,Uttering a Forged Instrument,1,Caucasian-Male
1,29,25 - 45,1,0,0,0,1,F,Possession of Cocaine,1,Caucasian-Male
1,44,25 - 45,0,1,0,0,7,F,Poss of Cocaine W/I/D/S 1000FT Park,1,African-American-Male
1,27,25 - 45,0,0,0,0,0,M,Susp Drivers Lic 1st Offense,1,African-American-Male
1,27,25 - 45,0,0,0,0,8,F,Felony Battery (Dom Strang),0,African-American-Male
1,61,Greater than 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,27,25 - 45,0,0,0,0,1,M,Battery,1,African-American-Male
1,26,25 - 45,1,0,0,0,9,M,Violation Of Boater Safety Id,0,Caucasian-Male
1,25,25 - 45,0,0,0,0,2,F,arrest case no charge,1,African-American-Male
1,23,Less than 25,0,0,0,0,5,M,Resist/Obstruct W/O Violence,0,Other-Male
1,23,Less than 25,0,0,0,0,1,M,Leave Acc/Attend Veh/More $50,1,African-American-Male
1,30,25 - 45,0,0,1,1,3,M,Battery,1,Other-Male
0,45,Greater than 45,0,0,0,0,2,F,False Motor Veh Insurance Card,1,African-American-Female
0,26,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Female
1,21,Less than 25,1,0,0,0,0,F,arrest case no charge,0,Caucasian-Male
0,62,Greater than 45,1,0,0,0,0,M,Lve/Scen/Acc/Veh/Prop/Damage,1,Caucasian-Female
1,48,Greater than 45,1,0,0,0,0,F,Possession of Cocaine,1,Caucasian-Male
1,53,Greater than 45,0,0,0,0,1,M,DWLS Susp/Cancel Revoked,1,African-American-Male
1,28,25 - 45,0,1,1,0,5,F,Aggrav Stalking After Injunctn,1,African-American-Male
1,56,Greater than 45,1,0,0,0,1,F,Fleeing Or Attmp Eluding A Leo,1,Caucasian-Male
1,35,25 - 45,0,0,0,0,2,F,arrest case no charge,1,Hispanic-Male
1,35,25 - 45,0,0,0,0,4,M,Driving License Suspended,1,African-American-Male
0,37,25 - 45,0,1,0,0,7,F,Deliver Cocaine 1000FT Store,1,African-American-Female
0,32,25 - 45,0,0,0,0,0,F,Uttering Forged Bills,1,African-American-Female
1,53,Greater than 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,32,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,26,25 - 45,1,0,0,0,0,M,Criminal Mischief Damage <$200,1,Caucasian-Male
1,61,Greater than 45,1,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Caucasian-Male
1,21,Less than 25,0,0,0,0,0,M,Battery,1,African-American-Male
1,69,Greater than 45,0,0,0,0,22,M,Assault,1,African-American-Male
1,26,25 - 45,0,0,0,0,0,M,Driving Under The Influence,1,African-American-Male
1,30,25 - 45,0,0,0,0,9,F,Poss of Firearm by Convic Felo,0,African-American-Male
1,21,Less than 25,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Male
1,41,25 - 45,1,0,0,0,0,M,DUI Property Damage/Injury,1,Caucasian-Male
1,22,Less than 25,1,0,0,0,0,F,Aggravated Battery On 65/Older,1,Caucasian-Male
0,54,Greater than 45,1,0,0,0,0,F,Agg Battery Grt/Bod/Harm,0,Caucasian-Female
1,50,Greater than 45,1,0,0,0,2,M,Battery,0,Caucasian-Male
1,37,25 - 45,0,2,0,0,11,F,Pos Cannabis W/Intent Sel/Del,1,Other-Male
1,26,25 - 45,1,0,0,0,5,M,Lve/Scen/Acc/Veh/Prop/Damage,1,Caucasian-Male
0,59,Greater than 45,0,0,0,0,0,M,Battery,1,African-American-Female
1,67,Greater than 45,0,0,0,0,0,F,Solicitation On Felony 3 Deg,1,Hispanic-Male
1,45,Greater than 45,0,0,0,0,8,F,Felony Petit Theft,1,Hispanic-Male
1,22,Less than 25,0,0,0,1,0,F,Carjacking w/o Deadly Weapon,1,African-American-Male
1,27,25 - 45,0,0,0,0,0,M,Battery,1,Other-Male
0,37,25 - 45,0,0,0,0,13,F,Felony Driving While Lic Suspd,1,African-American-Female
1,45,Greater than 45,1,0,0,0,2,M,arrest case no charge,1,Caucasian-Male
1,52,Greater than 45,0,0,0,0,7,F,Felony Petit Theft,1,African-American-Male
0,21,Less than 25,0,0,0,0,0,F,Possession Of Alprazolam,1,African-American-Female
1,33,25 - 45,1,0,0,0,3,F,arrest case no charge,1,Caucasian-Male
1,26,25 - 45,0,1,0,0,3,F,Felony Battery w/Prior Convict,0,African-American-Male
1,37,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,40,25 - 45,0,0,0,0,1,F,Felony Battery (Dom Strang),1,Other-Male
1,21,Less than 25,0,1,0,0,1,F,arrest case no charge,1,African-American-Male
1,37,25 - 45,1,0,0,0,0,M,DUI Property Damage/Injury,1,Caucasian-Male
1,44,25 - 45,1,0,0,0,0,F,Use of Anti-Shoplifting Device,1,Caucasian-Male
1,30,25 - 45,0,0,0,0,0,F,Possession of Cannabis,1,African-American-Male
1,40,25 - 45,0,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,1,Hispanic-Male
1,49,Greater than 45,1,0,0,0,1,F,Resist Officer w/Violence,1,Caucasian-Male
1,67,Greater than 45,1,0,0,0,0,M,DUI- Enhanced,1,Caucasian-Male
1,31,25 - 45,1,0,0,0,6,M,DUI Property Damage/Injury,1,Caucasian-Male
1,30,25 - 45,0,0,0,0,7,F,Driving While License Revoked,1,African-American-Male
1,28,25 - 45,1,0,0,0,1,M,Assault,1,Caucasian-Male
1,55,Greater than 45,1,0,0,0,0,M,DUI- Enhanced,1,Caucasian-Male
1,42,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,43,25 - 45,0,0,0,0,4,M,Viol Pretrial Release Dom Viol,0,African-American-Male
1,44,25 - 45,0,0,0,0,0,F,Aggrav Child Abuse-Causes Harm,1,African-American-Male
1,29,25 - 45,0,0,0,0,0,M,Battery,1,Hispanic-Male
1,31,25 - 45,0,0,0,0,0,M,Petit Theft $100- $300,1,Hispanic-Male
1,41,25 - 45,0,0,0,0,1,F,Grand Theft Firearm,1,African-American-Male
1,29,25 - 45,0,0,0,0,0,M,Resist/Obstruct W/O Violence,1,African-American-Male
1,26,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
0,27,25 - 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Female
1,35,25 - 45,1,0,0,0,4,M,Battery,1,Caucasian-Male
1,54,Greater than 45,1,0,0,0,1,F,Grand Theft in the 3rd Degree,1,Caucasian-Male
1,20,Less than 25,0,0,0,0,0,F,Burglary Dwelling Occupied,1,African-American-Male
1,27,25 - 45,1,0,0,0,0,F,arrest case no charge,1,Caucasian-Male
1,21,Less than 25,0,0,0,0,1,F,Burglary Unoccupied Dwelling,1,African-American-Male
1,54,Greater than 45,0,0,0,0,0,M,Petit Theft $100- $300,1,African-American-Male
1,39,25 - 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
0,33,25 - 45,1,0,0,0,0,M,Susp Drivers Lic 1st Offense,1,Caucasian-Female
0,35,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Female
1,53,Greater than 45,0,0,0,0,0,M,Battery,1,African-American-Male
1,28,25 - 45,1,0,0,1,2,M,Exposes Culpable Negligence,1,Caucasian-Male
1,26,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Male
1,31,25 - 45,0,0,1,0,3,F,Felony Battery (Dom Strang),1,African-American-Male
1,33,25 - 45,0,0,0,0,1,M,Driving Under The Influence,1,Hispanic-Male
1,28,25 - 45,0,0,0,0,1,F,Possession of Codeine,1,African-American-Male
1,23,Less than 25,1,0,0,4,4,F,Poss Pyrrolidinovalerophenone,0,Caucasian-Male
1,36,25 - 45,0,0,0,0,6,F,Cruelty Toward Child,1,African-American-Male
1,22,Less than 25,0,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,1,African-American-Male
1,37,25 - 45,0,0,0,0,3,M,Battery,1,African-American-Male
0,52,Greater than 45,1,0,0,0,0,M,Driving Under The Influence,1,Caucasian-Female
1,26,25 - 45,1,0,0,0,0,F,Aggravated Battery,1,Caucasian-Male
0,33,25 - 45,1,0,0,0,2,F,arrest case no charge,1,Caucasian-Female
0,55,Greater than 45,1,0,0,0,0,M,Driving Under The Influence,1,Caucasian-Female
1,37,25 - 45,0,0,0,0,2,M,Driving License Suspended,1,African-American-Male
1,41,25 - 45,0,0,0,0,0,F,Aggravated Assault w/Firearm,1,African-American-Male
1,26,25 - 45,1,0,0,0,0,M,Driving Under The Influence,1,Caucasian-Male
1,41,25 - 45,0,0,0,0,13,F,Aggravated Battery,1,African-American-Male
1,33,25 - 45,0,0,0,0,6,F,Pos Cannabis W/Intent Sel/Del,1,African-American-Male
1,23,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Male
1,27,25 - 45,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Male
1,24,Less than 25,1,0,0,0,0,F,Tamper With Victim,0,Caucasian-Male
1,30,25 - 45,0,0,1,0,10,F,arrest case no charge,1,African-American-Male
1,55,Greater than 45,1,0,0,0,1,F,Possession of Cocaine,1,Caucasian-Male
1,35,25 - 45,0,0,0,0,0,F,Aggravated Battery,1,African-American-Male
1,20,Less than 25,0,0,0,0,1,M,Prowling/Loitering,1,African-American-Male
1,31,25 - 45,0,0,2,0,8,M,Battery,0,African-American-Male
1,33,25 - 45,1,0,0,0,7,F,Neglect Child / No Bodily Harm,0,Caucasian-Male
1,44,25 - 45,1,0,0,0,6,F,arrest case no charge,0,Caucasian-Male
1,41,25 - 45,0,0,0,0,25,F,Possession of Cocaine,0,African-American-Male
1,56,Greater than 45,0,0,0,0,9,M,arrest case no charge,1,African-American-Male
1,21,Less than 25,0,0,0,0,1,F,Burglary Unoccupied Dwelling,1,African-American-Male
0,48,Greater than 45,1,0,0,0,1,M,DUI Level 0.15 Or Minor In Veh,1,Caucasian-Female
1,39,25 - 45,1,0,0,0,2,M,Battery,1,Caucasian-Male
1,31,25 - 45,0,0,0,0,0,F,Tampering With Physical Evidence,1,Hispanic-Male
0,25,25 - 45,1,0,0,0,0,F,Abuse Without Great Harm,1,Caucasian-Female
0,28,25 - 45,0,0,0,0,3,F,Aggravated Battery,1,African-American-Female
1,30,25 - 45,0,0,0,0,0,F,Possession of Oxycodone,0,African-American-Male
0,19,Less than 25,0,0,0,0,0,M,Exposes Culpable Negligence,0,African-American-Female
1,57,Greater than 45,1,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,1,Caucasian-Male
1,26,25 - 45,0,0,0,2,0,F,Traffick Amphetamine 28g><200g,1,African-American-Male
1,37,25 - 45,0,0,0,0,5,F,Possession of Cocaine,1,African-American-Male
1,48,Greater than 45,0,0,0,0,0,F,Felony Battery (Dom Strang),1,African-American-Male
1,21,Less than 25,0,0,0,1,0,F,Burglary Unoccupied Dwelling,1,African-American-Male
1,52,Greater than 45,0,0,0,0,1,M,arrest case no charge,1,African-American-Male
1,54,Greater than 45,0,0,0,0,0,M,Battery,0,African-American-Male
0,40,25 - 45,1,0,0,0,4,F,Possession of Cocaine,1,Caucasian-Female
1,22,Less than 25,0,0,0,0,0,F,Att Burgl Unoccupied Dwel,1,African-American-Male
1,50,Greater than 45,1,0,0,0,10,F,Fleeing Or Attmp Eluding A Leo,1,Caucasian-Male
1,35,25 - 45,1,0,0,0,2,M,Battery,1,Caucasian-Male
1,21,Less than 25,0,0,0,0,0,F,Carrying Concealed Firearm,1,African-American-Male
1,27,25 - 45,1,0,0,0,0,F,Burglary Conveyance Unoccup,1,Caucasian-Male
0,38,25 - 45,0,0,0,0,20,F,Battery on Law Enforc Officer,0,Hispanic-Female
1,32,25 - 45,1,0,0,0,0,F,Possession Of Methamphetamine,1,Caucasian-Male
1,59,Greater than 45,1,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Caucasian-Male
1,59,Greater than 45,1,0,0,0,0,F,Possession Of Alprazolam,1,Caucasian-Male
1,44,25 - 45,0,0,0,0,0,M,Battery,1,Hispanic-Male
0,31,25 - 45,0,0,0,0,0,M,Battery,0,African-American-Female
0,32,25 - 45,0,0,0,0,0,F,Burglary Conveyance Unoccup,1,African-American-Female
1,22,Less than 25,1,1,0,0,2,F,arrest case no charge,1,Caucasian-Male
